speaker,category,file_name,wav_path,transcript
jvs023,parallel100,VOICEACTRESS100_021,..\dataset\jvs_ver1\jvs_ver1\jvs023\parallel100\wav24kHz16bit\VOICEACTRESS100_021.wav,痛みは、点滴より鎮痛薬を、静脈投与することで、鎮痛を行う。
jvs023,nonpara30,BASIC5000_2474,..\dataset\jvs_ver1\jvs_ver1\jvs023\nonpara30\wav24kHz16bit\BASIC5000_2474.wav,今から彼女があなたのお世話をします。
jvs023,whisper10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs023\whisper10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs023,falset10,BASIC5000_3062,..\dataset\jvs_ver1\jvs_ver1\jvs023\falset10\wav24kHz16bit\BASIC5000_3062.wav,裏面は、淡い橙黄色、あるいは汚れた灰黄褐色を呈する場合が多く、太く短い根状の菌糸束を、仮根状に伸ばす。
jvs024,parallel100,VOICEACTRESS100_082,..\dataset\jvs_ver1\jvs_ver1\jvs024\parallel100\wav24kHz16bit\VOICEACTRESS100_082.wav,カーミラ星と呼ばれている惑星から、宇宙船に乗って、地球に侵入した宇宙人。
jvs024,nonpara30,TRAVEL1000_0295,..\dataset\jvs_ver1\jvs_ver1\jvs024\nonpara30\wav24kHz16bit\TRAVEL1000_0295.wav,男性用のトイレはどちらでしょうか。
jvs024,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs024\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs024,falset10,TRAVEL1000_0286,..\dataset\jvs_ver1\jvs_ver1\jvs024\falset10\wav24kHz16bit\TRAVEL1000_0286.wav,飛行機はサービスがよく、可能な限り、客の要望に答えられるように努力しています。
jvs025,parallel100,VOICEACTRESS100_088,..\dataset\jvs_ver1\jvs_ver1\jvs025\parallel100\wav24kHz16bit\VOICEACTRESS100_088.wav,そこには、百ドル札と、アメリカに来いという、短いメッセージだけだった。
jvs025,nonpara30,BASIC5000_1031,..\dataset\jvs_ver1\jvs_ver1\jvs025\nonpara30\wav24kHz16bit\BASIC5000_1031.wav,引用した問題ではありませんが、関係代名詞と、関係副詞の使い分けを問う問題が、リーディングセクションにはあります。
jvs025,whisper10,BASIC5000_0283,..\dataset\jvs_ver1\jvs_ver1\jvs025\whisper10\wav24kHz16bit\BASIC5000_0283.wav,鳥だったら、すぐそこに飛んでいくのに。
jvs025,falset10,TRAVEL1000_0392,..\dataset\jvs_ver1\jvs_ver1\jvs025\falset10\wav24kHz16bit\TRAVEL1000_0392.wav,この通りを2ブロック歩いて、バスの停留所へ行ってください。
jvs026,parallel100,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs026\parallel100\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs026,nonpara30,UT-PARAPHRASE-sent101-phrase2,..\dataset\jvs_ver1\jvs_ver1\jvs026\nonpara30\wav24kHz16bit\UT-PARAPHRASE-sent101-phrase2.wav,高校生なので、ミスは仕方ない。
jvs026,whisper10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs026\whisper10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs026,falset10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs026\falset10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs027,parallel100,VOICEACTRESS100_035,..\dataset\jvs_ver1\jvs_ver1\jvs027\parallel100\wav24kHz16bit\VOICEACTRESS100_035.wav,森永のおいしい牛乳は、濃い青色に、牛乳瓶をあしらったデザインの、パック牛乳である。
jvs027,nonpara30,BASIC5000_0608,..\dataset\jvs_ver1\jvs_ver1\jvs027\nonpara30\wav24kHz16bit\BASIC5000_0608.wav,運命に甘んじるくらいなら、自殺したほうがいい。
jvs027,whisper10,TRAVEL1000_0750,..\dataset\jvs_ver1\jvs_ver1\jvs027\whisper10\wav24kHz16bit\TRAVEL1000_0750.wav,どのようなカールがお望みですか。
jvs027,falset10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs027\falset10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs028,parallel100,VOICEACTRESS100_092,..\dataset\jvs_ver1\jvs_ver1\jvs028\parallel100\wav24kHz16bit\VOICEACTRESS100_092.wav,紫外線は、表面エネルギーの、小さいポリマーを接着する際の、前処理に利用される。
jvs028,nonpara30,BASIC5000_1745,..\dataset\jvs_ver1\jvs_ver1\jvs028\nonpara30\wav24kHz16bit\BASIC5000_1745.wav,彼って、長野に住んでいるはずなのに、なんで東京駅にいる。
jvs028,whisper10,TRAVEL1000_0127,..\dataset\jvs_ver1\jvs_ver1\jvs028\whisper10\wav24kHz16bit\TRAVEL1000_0127.wav,いろいろと手伝っていただきまして、ありがとうございます。
jvs028,falset10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs028\falset10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs029,parallel100,VOICEACTRESS100_051,..\dataset\jvs_ver1\jvs_ver1\jvs029\parallel100\wav24kHz16bit\VOICEACTRESS100_051.wav,デビュー後の数年間は、ベビーフェイスとして、本名で活動。
jvs029,nonpara30,TRAVEL1000_0449,..\dataset\jvs_ver1\jvs_ver1\jvs029\nonpara30\wav24kHz16bit\TRAVEL1000_0449.wav,あなたは、他の英語の試験を受けなければなりません。
jvs029,whisper10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs029\whisper10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs029,falset10,ONOMATOPEE300_263,..\dataset\jvs_ver1\jvs_ver1\jvs029\falset10\wav24kHz16bit\ONOMATOPEE300_263.wav,喧嘩別れした友人を無視したら、ガシッと肩をつかまれた。
jvs030,parallel100,VOICEACTRESS100_034,..\dataset\jvs_ver1\jvs_ver1\jvs030\parallel100\wav24kHz16bit\VOICEACTRESS100_034.wav,長母音を省略して、エリュシオンとも表記される。
jvs030,nonpara30,BASIC5000_1111,..\dataset\jvs_ver1\jvs_ver1\jvs030\nonpara30\wav24kHz16bit\BASIC5000_1111.wav,見つけた人がもらう人、なくした人は泣きをみる。
jvs030,whisper10,BASIC5000_2303,..\dataset\jvs_ver1\jvs_ver1\jvs030\whisper10\wav24kHz16bit\BASIC5000_2303.wav,真夜中の太陽は、幻想的な自然現象の一つだ。
jvs030,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs030\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs031,parallel100,VOICEACTRESS100_069,..\dataset\jvs_ver1\jvs_ver1\jvs031\parallel100\wav24kHz16bit\VOICEACTRESS100_069.wav,ブルーリッジ山脈の源流から、リッチモンドまで、多くの早瀬や淵が、釣りや急流くだりを楽しませてくれる。
jvs031,nonpara30,BASIC5000_1152,..\dataset\jvs_ver1\jvs_ver1\jvs031\nonpara30\wav24kHz16bit\BASIC5000_1152.wav,手始めは、三大宗教の聖地、エルサレムを訪れることだった。
jvs031,whisper10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs031\whisper10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
